,lstrLevel,lsregion,lscc,province,lsrcode,lsrcodeDesc,lsaa,lsaaDesc,lstt,district,lsmm,lsmmDesc,lsyymm,male,female,total
1342,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,8,สองพี่น้อง,0, ,6512,3722,3925,7647
1343,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,9,ทุ่งเบญจา,0, ,6512,3835,3966,7801
1344,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,11,รำพัน,0, ,6512,1718,1874,3592
1345,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,12,โขมง,0, ,6512,1237,1346,2583
1346,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,13,ตะกาดเง้า,0, ,6512,3657,3878,7535
1347,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,14,คลองขุด,0, ,6512,2497,2560,5057
1348,0,0,22,จังหวัดจันทบุรี,2203,อำเภอท่าใหม่,3, ,24,เขาแก้ว,0, ,6512,3507,3360,6867
1349,0,0,22,จังหวัดจันทบุรี,2204,อำเภอโป่งน้ำร้อน,4, ,1,ทับไทร,0, ,6512,3246,3139,6385
1350,0,0,22,จังหวัดจันทบุรี,2204,อำเภอโป่งน้ำร้อน,4, ,2,โป่งน้ำร้อน,0, ,6512,4825,4587,9412
1351,0,0,22,จังหวัดจันทบุรี,2204,อำเภอโป่งน้ำร้อน,4, ,9,เทพนิมิต,0, ,6512,2912,2764,5676
1352,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,1,มะขาม,0, ,6512,3027,3224,6251
1353,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,2,ท่าหลวง,0, ,6512,1278,1366,2644
1354,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,3,ปัถวี,0, ,6512,3864,3888,7752
1355,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,4,วังแซ้ม,0, ,6512,2100,2235,4335
1356,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,6,ฉมัน,0, ,6512,2206,2228,4434
1357,0,0,22,จังหวัดจันทบุรี,2205,อำเภอมะขาม,5, ,8,อ่างคีรี,0, ,6512,2737,2755,5492
1358,0,0,22,จังหวัดจันทบุรี,2206,อำเภอแหลมสิงห์,6, ,1,ปากน้ำแหลมสิงห์,0, ,6512,2,2,4
1359,0,0,22,จังหวัดจันทบุรี,2206,อำเภอแหลมสิงห์,6, ,2,เกาะเปริด,0, ,6512,1497,1534,3031
1360,0,0,22,จังหวัดจันทบุรี,2206,อำเภอแหลมสิงห์,6, ,3,หนองชิ่ม,0, ,6512,2523,2569,5092
1361,0,0,22,จังหวัดจันทบุรี,2206,อำเภอแหลมสิงห์,6, ,6,บางสระเก้า,0, ,6512,979,1155,2134
1362,0,0,22,จังหวัดจันทบุรี,2206,อำเภอแหลมสิงห์,6, ,7,บางกะไชย,0, ,6512,1845,1939,3784
1363,0,0,22,จังหวัดจันทบุรี,2207,อำเภอสอยดาว,7, ,1,ปะตง,0, ,6512,4662,4579,9241
1364,0,0,22,จังหวัดจันทบุรี,2207,อำเภอสอยดาว,7, ,2,ทุ่งขนาน,0, ,6512,5398,5447,10845
1365,0,0,22,จังหวัดจันทบุรี,2207,อำเภอสอยดาว,7, ,4,ทรายขาว,0, ,6512,4025,3859,7884
1366,0,0,22,จังหวัดจันทบุรี,2207,อำเภอสอยดาว,7, ,5,สะตอน,0, ,6512,4789,4662,9451
1367,0,0,22,จังหวัดจันทบุรี,2208,อำเภอแก่งหางแมว,8, ,1,แก่งหางแมว,0, ,6512,5100,5126,10226
1368,0,0,22,จังหวัดจันทบุรี,2208,อำเภอแก่งหางแมว,8, ,2,ขุนซ่อง,0, ,6512,6341,6137,12478
1369,0,0,22,จังหวัดจันทบุรี,2208,อำเภอแก่งหางแมว,8, ,3,สามพี่น้อง,0, ,6512,3123,3147,6270
1370,0,0,22,จังหวัดจันทบุรี,2208,อำเภอแก่งหางแมว,8, ,4,พวา,0, ,6512,5347,5328,10675
1371,0,0,22,จังหวัดจันทบุรี,2208,อำเภอแก่งหางแมว,8, ,5,เขาวงกต,0, ,6512,1501,1551,3052
1372,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,1,นายายอาม,0, ,6512,3472,3690,7162
1373,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,2,วังโตนด,0, ,6512,1731,2006,3737
1374,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,3,กระแจะ,0, ,6512,2343,2406,4749
1375,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,4,สนามไชย,0, ,6512,2232,2313,4545
1376,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,5,ช้างข้าม,0, ,6512,2350,2548,4898
1377,0,0,22,จังหวัดจันทบุรี,2209,อำเภอนายายอาม,9, ,6,วังใหม่,0, ,6512,2753,3011,5764
1378,0,0,22,จังหวัดจันทบุรี,2210,อำเภอเขาคิชฌกูฏ,10, ,4,คลองพลู,0, ,6512,3269,3378,6647
1379,0,0,22,จังหวัดจันทบุรี,2210,อำเภอเขาคิชฌกูฏ,10, ,5,จันทเขลม,0, ,6512,3015,3139,6154
1380,0,0,22,จังหวัดจันทบุรี,2272,ท้องถิ่นเทศบาลตำบลเขาบายศรี,3, ,7,เขาบายศรี,0, ,6512,3109,3233,6342
1381,0,0,22,จังหวัดจันทบุรี,2273,ท้องถิ่นเทศบาลตำบลคลองใหญ่,4, ,10,คลองใหญ่,0, ,6512,2640,2668,5308
1382,0,0,22,จังหวัดจันทบุรี,2274,ท้องถิ่นเทศบาลตำบลหนองตาคง,4, ,4,หนองตาคง,0, ,6512,5162,4912,10074
1383,0,0,22,จังหวัดจันทบุรี,2275,ท้องถิ่นเทศบาลตำบลตกพรม,2, ,11,ตกพรม,0, ,6512,1995,2140,4135
1384,0,0,22,จังหวัดจันทบุรี,2276,ท้องถิ่นเทศบาลตำบลเกวียนหัก,2, ,3,เกวียนหัก,0, ,6512,2116,2462,4578
1385,0,0,22,จังหวัดจันทบุรี,2277,ท้องถิ่นเทศบาลตำบลบ่อ,2, ,2,บ่อ,0, ,6512,3485,3636,7121
1386,0,0,22,จังหวัดจันทบุรี,2278,ท้องถิ่นเทศบาลตำบลชากไทย,10, ,1,ชากไทย,0, ,6512,2120,2233,4353
1387,0,0,22,จังหวัดจันทบุรี,2279,ท้องถิ่นเทศบาลตำบลตะเคียนทอง,10, ,3,ตะเคียนทอง,0, ,6512,2350,2297,4647
1388,0,0,22,จังหวัดจันทบุรี,2280,ท้องถิ่นเทศบาลตำบลเกาะขวาง,1, ,4,เกาะขวาง,0, ,6512,8199,9046,17245
1389,0,0,22,จังหวัดจันทบุรี,2281,ท้องถิ่นเทศบาลตำบลบ่อเวฬุ,2, ,12,บ่อเวฬุ,0, ,6512,2273,2083,4356
1390,0,0,22,จังหวัดจันทบุรี,2282,ท้องถิ่นเทศบาลตำบลพลวง,10, ,2,พลวง,0, ,6512,3581,3803,7384
1391,0,0,22,จังหวัดจันทบุรี,2283,ท้องถิ่นเทศบาลตำบลทับช้าง,7, ,3,ทับช้าง,0, ,6512,8216,8093,16309
1392,0,0,22,จังหวัดจันทบุรี,2284,ท้องถิ่นเทศบาลตำบลนายายอาม,9, ,1,นายายอาม,0, ,6512,1629,1831,3460
1393,0,0,22,จังหวัดจันทบุรี,2285,ท้องถิ่นเทศบาลตำบลทรายขาว,7, ,1,ปะตง,0, ,6512,3061,3252,6313
1394,0,0,22,จังหวัดจันทบุรี,2285,ท้องถิ่นเทศบาลตำบลทรายขาว,7, ,4,ทรายขาว,0, ,6512,2477,2461,4938
1395,0,0,22,จังหวัดจันทบุรี,2286,ท้องถิ่นเทศบาลตำบลพลิ้ว,6, ,4,พลิ้ว,0, ,6512,2547,2914,5461
1396,0,0,22,จังหวัดจันทบุรี,2286,ท้องถิ่นเทศบาลตำบลพลิ้ว,6, ,5,คลองน้ำเค็ม,0, ,6512,723,811,1534
1397,0,0,22,จังหวัดจันทบุรี,2287,ท้องถิ่นเทศบาลตำบลปากน้ำแหลมสิงห์,6, ,1,ปากน้ำแหลมสิงห์,0, ,6512,4183,4457,8640
1398,0,0,22,จังหวัดจันทบุรี,2288,ท้องถิ่นเทศบาลตำบลมะขาม,5, ,1,มะขาม,0, ,6512,797,906,1703
1399,0,0,22,จังหวัดจันทบุรี,2289,ท้องถิ่นเทศบาลตำบลโป่งน้ำร้อน,4, ,1,ทับไทร,0, ,6512,3432,3500,6932
1400,0,0,22,จังหวัดจันทบุรี,2289,ท้องถิ่นเทศบาลตำบลโป่งน้ำร้อน,4, ,2,โป่งน้ำร้อน,0, ,6512,1645,758,2403
1401,0,0,22,จังหวัดจันทบุรี,2290,ท้องถิ่นเทศบาลตำบลหนองคล้า,3, ,9,ทุ่งเบญจา,0, ,6512,1775,1981,3756
1402,0,0,22,จังหวัดจันทบุรี,2291,ท้องถิ่นเทศบาลตำบลเนินสูง,3, ,6,เขาวัว,0, ,6512,735,824,1559
1403,0,0,22,จังหวัดจันทบุรี,2291,ท้องถิ่นเทศบาลตำบลเนินสูง,3, ,7,เขาบายศรี,0, ,6512,745,751,1496
1404,0,0,22,จังหวัดจันทบุรี,2292,ท้องถิ่นเทศบาลตำบลหนองบัว,1, ,10,หนองบัว,0, ,6512,1029,1183,2212
1405,0,0,22,จังหวัดจันทบุรี,2293,ท้องถิ่นเทศบาลตำบลพลับพลานารายณ์,1, ,3,คลองนารายณ์,0, ,6512,2117,2413,4530
1406,0,0,22,จังหวัดจันทบุรี,2293,ท้องถิ่นเทศบาลตำบลพลับพลานารายณ์,1, ,11,พลับพลา,0, ,6512,2753,3013,5766
1407,0,0,22,จังหวัดจันทบุรี,2294,ท้องถิ่นเทศบาลตำบลบางกะจะ,1, ,8,บางกะจะ,0, ,6512,2460,2650,5110
1408,0,0,22,จังหวัดจันทบุรี,2295,ท้องถิ่นเทศบาลเมืองท่าช้าง,1, ,6,ท่าช้าง,0, ,6512,6447,7702,14149
1409,0,0,22,จังหวัดจันทบุรี,2296,ท้องถิ่นเทศบาลเมืองจันทนิมิต,1, ,7,จันทนิมิต,0, ,6512,5562,6300,11862
1410,0,0,22,จังหวัดจันทบุรี,2297,ท้องถิ่นเทศบาลเมืองขลุง,2, ,1,ขลุง,0, ,6512,4857,5551,10408
1411,0,0,22,จังหวัดจันทบุรี,2298,ท้องถิ่นเทศบาลเมืองท่าใหม่,3, ,1,ท่าใหม่,0, ,6512,3744,4358,8102
1412,0,0,22,จังหวัดจันทบุรี,2298,ท้องถิ่นเทศบาลเมืองท่าใหม่,3, ,2,ยายร้า,0, ,6512,942,1006,1948
1413,0,0,22,จังหวัดจันทบุรี,2299,ท้องถิ่นเทศบาลเมืองจันทบุรี,1, ,1,ตลาด,0, ,6512,3961,4398,8359
1414,0,0,22,จังหวัดจันทบุรี,2299,ท้องถิ่นเทศบาลเมืองจันทบุรี,1, ,2,วัดใหม่,0, ,6512,6420,6862,13282
1415,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,2,หนองเสม็ด,0, ,6512,4001,4575,8576
1416,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,3,หนองโสน,0, ,6512,2507,2705,5212
1417,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,4,หนองคันทรง,0, ,6512,2259,2414,4673
1418,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,5,ห้วงน้ำขาว,0, ,6512,1570,1609,3179
1419,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,6,อ่าวใหญ่,0, ,6512,2225,2304,4529
1420,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,7,วังกระแจะ,0, ,6512,10082,10955,21037
1421,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,8,ห้วยแร้ง,0, ,6512,3663,3819,7482
1422,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,9,เนินทราย,0, ,6512,2450,2668,5118
1423,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,11,ท่ากุ่ม,0, ,6512,2549,2560,5109
1424,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,13,ชำราก,0, ,6512,1312,1372,2684
1425,0,0,23,จังหวัดตราด,2301,อำเภอเมืองตราด,1, ,14,แหลมกลัด,0, ,6512,3475,3480,6955
1426,0,0,23,จังหวัดตราด,2302,อำเภอคลองใหญ่,2, ,1,คลองใหญ่,0, ,6512,4618,4544,9162
1427,0,0,23,จังหวัดตราด,2302,อำเภอคลองใหญ่,2, ,2,ไม้รูด,0, ,6512,2664,2592,5256
1428,0,0,23,จังหวัดตราด,2302,อำเภอคลองใหญ่,2, ,3,หาดเล็ก,0, ,6512,98,125,223
1429,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,1,เขาสมิง,0, ,6512,2240,2314,4554
1430,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,2,แสนตุ้ง,0, ,6512,3200,3219,6419
1431,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,3,วังตะเคียน,0, ,6512,2426,2426,4852
1432,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,4,ท่าโสม,0, ,6512,2111,2272,4383
1433,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,5,สะตอ,0, ,6512,2847,2813,5660
1434,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,6,ประณีต,0, ,6512,3066,3088,6154
1435,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,7,เทพนิมิต,0, ,6512,1835,1820,3655
1436,0,0,23,จังหวัดตราด,2303,อำเภอเขาสมิง,3, ,8,ทุ่งนนทรี,0, ,6512,2117,2145,4262
1437,0,0,23,จังหวัดตราด,2304,อำเภอบ่อไร่,4, ,1,บ่อพลอย,0, ,6512,3060,2920,5980
1438,0,0,23,จังหวัดตราด,2304,อำเภอบ่อไร่,4, ,2,ช้างทูน,0, ,6512,1480,1491,2971
1439,0,0,23,จังหวัดตราด,2304,อำเภอบ่อไร่,4, ,3,ด่านชุมพล,0, ,6512,3003,2638,5641
1440,0,0,23,จังหวัดตราด,2304,อำเภอบ่อไร่,4, ,5,นนทรีย์,0, ,6512,2020,1942,3962
1441,0,0,23,จังหวัดตราด,2305,อำเภอแหลมงอบ,5, ,1,แหลมงอบ,0, ,6512,1818,1900,3718
1442,0,0,23,จังหวัดตราด,2305,อำเภอแหลมงอบ,5, ,3,บางปิด,0, ,6512,2195,2289,4484
1443,0,0,23,จังหวัดตราด,2305,อำเภอแหลมงอบ,5, ,7,คลองใหญ่,0, ,6512,3147,2889,6036
1444,0,0,23,จังหวัดตราด,2306,อำเภอเกาะกูด,6, ,1,เกาะหมาก,0, ,6512,271,270,541
1445,0,0,23,จังหวัดตราด,2306,อำเภอเกาะกูด,6, ,2,เกาะกูด,0, ,6512,1148,1027,2175
1446,0,0,23,จังหวัดตราด,2307,อำเภอเกาะช้าง,7, ,1,เกาะช้าง,0, ,6512,2719,2710,5429
1447,0,0,23,จังหวัดตราด,2307,อำเภอเกาะช้าง,7, ,2,เกาะช้างใต้,0, ,6512,1534,1558,3092
1448,0,0,23,จังหวัดตราด,2389,ท้องถิ่นเทศบาลตำบลตะกาง,1, ,12,ตะกาง,0, ,6512,1281,1348,2629
1449,0,0,23,จังหวัดตราด,2390,ท้องถิ่นเทศบาลตำบลหนองบอน,4, ,4,หนองบอน,0, ,6512,3749,3682,7431
1450,0,0,23,จังหวัดตราด,2391,ท้องถิ่นเทศบาลตำบลแหลมงอบ,5, ,1,แหลมงอบ,0, ,6512,864,875,1739
1451,0,0,23,จังหวัดตราด,2392,ท้องถิ่นเทศบาลตำบลน้ำเชี่ยว,5, ,2,น้ำเชี่ยว,0, ,6512,1551,1661,3212
1452,0,0,23,จังหวัดตราด,2393,ท้องถิ่นเทศบาลตำบลบ่อพลอย,4, ,1,บ่อพลอย,0, ,6512,4368,4409,8777
1453,0,0,23,จังหวัดตราด,2394,ท้องถิ่นเทศบาลตำบลแสนตุ้ง,3, ,2,แสนตุ้ง,0, ,6512,1564,1631,3195
1454,0,0,23,จังหวัดตราด,2395,ท้องถิ่นเทศบาลตำบลเขาสมิง,3, ,1,เขาสมิง,0, ,6512,680,658,1338
1455,0,0,23,จังหวัดตราด,2395,ท้องถิ่นเทศบาลตำบลเขาสมิง,3, ,8,ทุ่งนนทรี,0, ,6512,19,19,38
1456,0,0,23,จังหวัดตราด,2396,ท้องถิ่นเทศบาลตำบลหาดเล็ก,2, ,3,หาดเล็ก,0, ,6512,2737,2594,5331
1457,0,0,23,จังหวัดตราด,2397,ท้องถิ่นเทศบาลตำบลคลองใหญ่,2, ,1,คลองใหญ่,0, ,6512,2598,2643,5241
1458,0,0,23,จังหวัดตราด,2398,ท้องถิ่นเทศบาลตำบลท่าพริกเนินทราย,1, ,9,เนินทราย,0, ,6512,1053,1175,2228
1459,0,0,23,จังหวัดตราด,2398,ท้องถิ่นเทศบาลตำบลท่าพริกเนินทราย,1, ,10,ท่าพริก,0, ,6512,2056,2247,4303
1460,0,0,23,จังหวัดตราด,2399,ท้องถิ่นเทศบาลเมืองตราด,1, ,1,บางพระ,0, ,6512,2524,2655,5179
1461,0,0,23,จังหวัดตราด,2399,ท้องถิ่นเทศบาลเมืองตราด,1, ,7,วังกระแจะ,0, ,6512,1914,2090,4004
1462,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,2,ท่าไข่,0, ,6512,5302,5906,11208
1463,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,3,บ้านใหม่,0, ,6512,1397,1543,2940
1464,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,4,คลองนา,0, ,6512,2746,2419,5165
1465,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,5,บางตีนเป็ด,0, ,6512,5089,4715,9804
1466,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,6,บางไผ่,0, ,6512,2440,2677,5117
1467,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,7,คลองจุกกระเฌอ,0, ,6512,1281,1447,2728
1468,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,8,บางแก้ว,0, ,6512,3074,3243,6317
1469,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,9,บางขวัญ,0, ,6512,3344,3744,7088
1470,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,10,คลองนครเนื่องเขต,0, ,6512,3171,3001,6172
1471,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,11,วังตะเคียน,0, ,6512,3263,3565,6828
1472,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,12,โสธร,0, ,6512,3683,4235,7918
1473,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,13,บางพระ,0, ,6512,3476,3888,7364
1474,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,14,บางกะไห,0, ,6512,1941,2143,4084
1475,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,15,หนามแดง,0, ,6512,1516,1596,3112
1476,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,16,คลองเปรง,0, ,6512,5155,5308,10463
1477,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,17,คลองอุดมชลจร,0, ,6512,4459,4697,9156
1478,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,18,คลองหลวงแพ่ง,0, ,6512,6453,6602,13055
1479,0,0,24,จังหวัดฉะเชิงเทรา,2401,อำเภอเมืองฉะเชิงเทรา,1, ,19,บางเตย,0, ,6512,2915,3141,6056
1480,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,4,บางสวน,0, ,6512,957,1059,2016
1481,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,8,บางกระเจ็ด,0, ,6512,2123,2241,4364
1482,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,10,ท่าทองหลาง,0, ,6512,2330,2477,4807
1483,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,11,สาวชะโงก,0, ,6512,1403,1501,2904
1484,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,12,เสม็ดเหนือ,0, ,6512,2430,2617,5047
1485,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,13,เสม็ดใต้,0, ,6512,2612,2736,5348
1486,0,0,24,จังหวัดฉะเชิงเทรา,2402,อำเภอบางคล้า,2, ,14,หัวไทร,0, ,6512,2845,3141,5986
1487,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,1,บางน้ำเปรี้ยว,0, ,6512,4124,4142,8266
1488,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,2,บางขนาก,0, ,6512,1651,1802,3453
1489,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,3,สิงโตทอง,0, ,6512,3023,3024,6047
1490,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,4,หมอนทอง,0, ,6512,5250,5362,10612
1491,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,5,บึงน้ำรักษ์,0, ,6512,4374,4430,8804
1492,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,7,โยธะกา,0, ,6512,3263,3287,6550
1493,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,8,ดอนฉิมพลี,0, ,6512,6519,6584,13103
1494,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,9,ศาลาแดง,0, ,6512,4327,4402,8729
1495,0,0,24,จังหวัดฉะเชิงเทรา,2403,อำเภอบางน้ำเปรี้ยว,3, ,10,โพรงอากาศ,0, ,6512,3850,3961,7811
1496,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,1,บางปะกง,0, ,6512,4577,4776,9353
1497,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,2,ท่าสะอ้าน,0, ,6512,3025,3231,6256
1498,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,4,บางสมัคร,0, ,6512,7839,8347,16186
1499,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,5,บางผึ้ง,0, ,6512,1033,1081,2114
1500,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,6,บางเกลือ,0, ,6512,2000,2082,4082
1501,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,7,สองคลอง,0, ,6512,5086,4819,9905
1502,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,8,หนองจอก,0, ,6512,1718,1873,3591
1503,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,11,หอมศีล,0, ,6512,1836,2044,3880
1504,0,0,24,จังหวัดฉะเชิงเทรา,2404,อำเภอบางปะกง,4, ,12,เขาดิน,0, ,6512,1247,1278,2525
1505,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,2,เกาะไร่,0, ,6512,1710,1679,3389
1506,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,3,คลองขุด,0, ,6512,1126,1170,2296
1507,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,4,คลองบ้านโพธิ์,0, ,6512,900,938,1838
1508,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,5,คลองประเวศ,0, ,6512,1846,2029,3875
1509,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,6,ดอนทราย,0, ,6512,1443,1641,3084
1510,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,7,เทพราช,0, ,6512,1342,1444,2786
1511,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,8,ท่าพลับ,0, ,6512,649,676,1325
1512,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,9,หนองตีนนก,0, ,6512,1529,1729,3258
1513,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,10,หนองบัว,0, ,6512,1149,1217,2366
1514,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,11,บางซ่อน,0, ,6512,680,701,1381
1515,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,12,บางกรูด,0, ,6512,984,1090,2074
1516,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,13,แหลมประดู่,0, ,6512,1626,1708,3334
1517,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,14,ลาดขวาง,0, ,6512,1945,2163,4108
1518,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,15,สนามจันทร์,0, ,6512,1162,1236,2398
1519,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,16,แสนภูดาษ,0, ,6512,2448,2650,5098
1520,0,0,24,จังหวัดฉะเชิงเทรา,2405,อำเภอบ้านโพธิ์,5, ,17,สิบเอ็ดศอก,0, ,6512,1811,2002,3813
1521,0,0,24,จังหวัดฉะเชิงเทรา,2406,อำเภอพนมสารคาม,6, ,1,เกาะขนุน,0, ,6512,6969,7263,14232
1522,0,0,24,จังหวัดฉะเชิงเทรา,2406,อำเภอพนมสารคาม,6, ,2,บ้านซ่อง,0, ,6512,4953,5247,10200
1523,0,0,24,จังหวัดฉะเชิงเทรา,2406,อำเภอพนมสารคาม,6, ,3,พนมสารคาม,0, ,6512,1627,1888,3515
1524,0,0,24,จังหวัดฉะเชิงเทรา,2406,อำเภอพนมสารคาม,6, ,4,เมืองเก่า,0, ,6512,1387,1438,2825
1525,0,0,24,จังหวัดฉะเชิงเทรา,2406,อำเภอพนมสารคาม,6, ,5,หนองยาว,0, ,6512,4379,4752,9131
